Country,GH_Gas,date,Country,Data source,GH_Gas,Unit,max_year,date,Agriculture,Energy,Industrial Processes,Land-Use Change and Forestry,Other,Solvent and Other Product Use,Total GHG emissions with LULUCF,Total GHG emissions without LULUCF,Waste
Cyprus,Aggregate GHGs,2011-01-01,Cyprus,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,0.52,7.2,0.88,-0.56,,,8.54,9.1,0.5
Cyprus,Aggregate GHGs,2012-01-01,Cyprus,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,0.5,6.72,0.84,-0.54,,,8.02,8.56,0.51
Cyprus,Aggregate GHGs,2013-01-01,Cyprus,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,0.46,5.79,1.06,-0.58,,,7.26,7.84,0.52
Cyprus,Aggregate GHGs,2014-01-01,Cyprus,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,0.45,5.96,1.28,-0.58,,,7.64,8.22,0.53
Cyprus,Aggregate GHGs,2015-01-01,Cyprus,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,0.46,6.08,1.22,-0.57,,,7.73,8.3,0.54
Cyprus,Aggregate GHGs,2016-01-01,Cyprus,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,0.48,6.48,1.23,0.08,,,8.82,8.74,0.55
Cyprus,Aggregate GHGs,2017-01-01,Cyprus,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,0.49,6.62,1.27,-0.53,,,8.41,8.95,0.56
Czech Republic,Aggregate GHGs,1990-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,15.84,161.32,17.11,-5.23,,,192.17,,3.12
Czech Republic,Aggregate GHGs,1991-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,13.73,148.33,13.85,-8.42,,,170.76,,3.27
Czech Republic,Aggregate GHGs,1992-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,11.84,142.96,14.61,-9.27,,,163.42,,3.28
Czech Republic,Aggregate GHGs,1993-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,10.52,137.69,13.45,-8.87,,,156.15,,3.36
Czech Republic,Aggregate GHGs,1994-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,9.54,129.78,14.69,-6.53,,,150.99,,3.5
Czech Republic,Aggregate GHGs,1995-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,9.62,129.39,14.2,-7.0,,,149.72,,3.51
Czech Republic,Aggregate GHGs,1996-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,9.34,131.98,14.9,-7.17,,,152.6,,3.55
Czech Republic,Aggregate GHGs,1997-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,8.92,126.75,15.82,-6.52,,,148.64,,3.67
Czech Republic,Aggregate GHGs,1998-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,8.55,120.7,15.95,-6.6,,,142.4,,3.79
Czech Republic,Aggregate GHGs,1999-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,8.6,113.61,13.43,-7.04,,,132.41,,3.81
Czech Republic,Aggregate GHGs,2000-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,8.39,122.17,14.92,-7.89,,,141.45,,3.85
Czech Republic,Aggregate GHGs,2001-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,8.49,122.46,14.15,-8.23,,,140.87,,3.99
Czech Republic,Aggregate GHGs,2002-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,8.31,119.13,13.94,-7.86,,,137.65,,4.13
Czech Republic,Aggregate GHGs,2003-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,7.85,121.63,14.99,-6.35,,,142.41,,4.29
Czech Republic,Aggregate GHGs,2004-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,8.06,121.4,15.93,-6.52,,,143.1,,4.23
Czech Republic,Aggregate GHGs,2005-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,7.8,120.61,14.79,-7.04,,,140.46,,4.29
Czech Republic,Aggregate GHGs,2006-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,7.68,120.72,15.83,-4.83,,,143.77,,4.37
Czech Republic,Aggregate GHGs,2007-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,7.84,121.58,16.6,-2.56,,,147.77,,4.31
Czech Republic,Aggregate GHGs,2008-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,7.97,116.57,16.57,-5.83,,,139.78,,4.51
Czech Republic,Aggregate GHGs,2009-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,7.57,110.97,14.05,-6.91,,,130.31,,4.62
Czech Republic,Aggregate GHGs,2010-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,7.39,112.46,15.02,-5.54,,,134.19,,4.86
Czech Republic,Aggregate GHGs,2011-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,7.57,110.01,15.25,-6.85,,,130.9,,4.92
Czech Republic,Aggregate GHGs,2012-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,7.59,106.0,15.03,-6.69,,,127.01,,5.08
Czech Republic,Aggregate GHGs,2013-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,7.74,100.68,14.9,-5.98,,,122.72,,5.37
Czech Republic,Aggregate GHGs,2014-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,7.94,97.66,15.75,-5.92,,,120.84,,5.4
Czech Republic,Aggregate GHGs,2015-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,8.09,98.77,15.4,-5.08,,,122.7,,5.51
Czech Republic,Aggregate GHGs,2016-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,8.48,100.13,15.57,-5.16,,,124.6,,5.57
Czech Republic,Aggregate GHGs,2017-01-01,Czech Republic,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,8.43,98.94,15.66,-2.13,,,126.54,,5.65
Côte d'Ivoire,Aggregate GHGs,1994-01-01,Côte d'Ivoire,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1994-01-01,3.45,12.44,0.0,-19.85,,,4.88,24.73,8.84
Côte d'Ivoire,Aggregate GHGs,2000-01-01,Côte d'Ivoire,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,2000-01-01,194.61,66.59,0.0,-18.38,,,252.82,271.2,10.0
Democratic Republic of the Congo,Aggregate GHGs,1994-01-01,Democratic Republic of the Congo,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2003,1994-01-01,34.85,3.71,0.02,-176.84,,,-132.2,44.64,6.06
Democratic Republic of the Congo,Aggregate GHGs,1999-01-01,Democratic Republic of the Congo,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2003,1999-01-01,37.89,3.43,0.08,-104.07,,,-55.86,48.21,6.8
Democratic Republic of the Congo,Aggregate GHGs,2000-01-01,Democratic Republic of the Congo,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2003,2000-01-01,35.95,3.72,0.08,-342.21,,,-295.46,46.75,7.0
Democratic Republic of the Congo,Aggregate GHGs,2001-01-01,Democratic Republic of the Congo,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2003,2001-01-01,34.96,3.76,0.1,-353.21,,,-307.2,46.01,7.18
Democratic Republic of the Congo,Aggregate GHGs,2002-01-01,Democratic Republic of the Congo,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2003,2002-01-01,34.78,3.62,0.12,-175.48,,,-129.57,45.91,7.4
Democratic Republic of the Congo,Aggregate GHGs,2003-01-01,Democratic Republic of the Congo,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2003,2003-01-01,34.58,3.6,0.16,-178.78,,,-132.78,46.0,7.66
Denmark,Aggregate GHGs,1990-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,12.71,53.69,2.34,4.94,,,75.45,70.52,1.78
Denmark,Aggregate GHGs,1991-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,12.54,64.34,2.47,4.46,,,85.61,81.15,1.79
Denmark,Aggregate GHGs,1992-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,12.38,58.5,2.53,5.4,,,80.57,75.17,1.77
Denmark,Aggregate GHGs,1993-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,12.33,60.67,2.6,4.16,,,81.54,77.37,1.77
Denmark,Aggregate GHGs,1994-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,12.16,64.68,2.72,3.61,,,84.87,81.27,1.7
Denmark,Aggregate GHGs,1995-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,12.17,61.65,2.9,3.62,,,81.95,78.33,1.62
Denmark,Aggregate GHGs,1996-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,11.74,75.14,3.05,3.03,,,94.53,91.5,1.57
Denmark,Aggregate GHGs,1997-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,11.75,65.68,3.13,3.45,,,85.51,82.06,1.49
Denmark,Aggregate GHGs,1998-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,11.75,61.62,3.27,3.44,,,81.52,78.08,1.44
Denmark,Aggregate GHGs,1999-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,11.4,59.23,3.54,3.73,,,79.4,75.67,1.51
Denmark,Aggregate GHGs,2000-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,11.29,54.86,3.71,3.6,,,74.97,71.37,1.5
Denmark,Aggregate GHGs,2001-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,11.29,56.69,3.55,4.23,,,77.29,73.07,1.54
Denmark,Aggregate GHGs,2002-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,11.36,56.17,3.49,5.2,,,77.79,72.59,1.57
Denmark,Aggregate GHGs,2003-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,11.11,61.47,3.49,4.84,,,82.49,77.64,1.58
Denmark,Aggregate GHGs,2004-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,11.05,55.87,3.32,4.57,,,76.09,71.51,1.27
Denmark,Aggregate GHGs,2005-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,10.85,52.19,2.79,4.45,,,71.54,67.09,1.26
Denmark,Aggregate GHGs,2006-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,10.59,60.1,2.84,4.78,,,79.64,74.86,1.32
Denmark,Aggregate GHGs,2007-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,10.82,55.28,2.88,2.25,,,72.55,70.29,1.31
Denmark,Aggregate GHGs,2008-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,10.77,52.03,2.57,-2.35,,,64.3,66.66,1.29
Denmark,Aggregate GHGs,2009-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,10.52,49.96,2.15,1.96,,,65.83,63.88,1.24
Denmark,Aggregate GHGs,2010-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,10.44,50.63,1.94,-1.02,,,63.16,64.18,1.18
Denmark,Aggregate GHGs,2011-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,10.43,45.27,2.08,-2.62,,,56.33,58.95,1.17
Denmark,Aggregate GHGs,2012-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,10.41,40.69,2.11,-0.73,,,53.6,54.33,1.13
Denmark,Aggregate GHGs,2013-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,10.39,42.45,2.08,0.39,,,56.42,56.02,1.1
Denmark,Aggregate GHGs,2014-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,10.56,38.17,2.04,0.07,,,51.94,51.87,1.1
Denmark,Aggregate GHGs,2015-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,10.43,35.86,1.88,3.63,,,52.89,49.25,1.08
Denmark,Aggregate GHGs,2016-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,10.61,37.48,2.09,4.5,,,55.8,51.3,1.12
Denmark,Aggregate GHGs,2017-01-01,Denmark,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,10.68,35.32,2.08,2.97,,,52.2,49.23,1.15
Djibouti,Aggregate GHGs,1994-01-01,Djibouti,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1994-01-01,0.21,0.27,,-0.6,,,-0.09,0.51,0.03
Djibouti,Aggregate GHGs,2000-01-01,Djibouti,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,2000-01-01,0.66,0.36,,-2.45,,,-1.38,1.07,0.05
Dominica,Aggregate GHGs,1994-01-01,Dominica,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,1994-01-01,0.01,0.08,,-0.37,,,-0.22,0.15,0.06
Dominica,Aggregate GHGs,2000-01-01,Dominica,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2000-01-01,0.05,0.11,0.0,-0.14,,,0.04,0.17,0.02
Dominica,Aggregate GHGs,2001-01-01,Dominica,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2001-01-01,0.04,0.12,0.0,-0.14,,,0.05,0.18,0.02
Dominica,Aggregate GHGs,2002-01-01,Dominica,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2002-01-01,0.04,0.12,0.0,-0.13,,,0.04,0.18,0.02
Dominica,Aggregate GHGs,2003-01-01,Dominica,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2003-01-01,0.04,0.11,0.0,-0.13,,,0.05,0.18,0.02
Dominica,Aggregate GHGs,2004-01-01,Dominica,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2004-01-01,0.03,0.11,0.0,-0.13,,,0.04,0.17,0.02
Dominica,Aggregate GHGs,2005-01-01,Dominica,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2005-01-01,0.04,0.12,0.0,-0.13,,,0.05,0.18,0.02
Dominican Republic,Aggregate GHGs,1990-01-01,Dominican Republic,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,1990-01-01,2.28,8.52,0.54,-5.56,,,7.08,12.64,1.31
Dominican Republic,Aggregate GHGs,1994-01-01,Dominican Republic,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,1994-01-01,2.49,14.79,0.64,-6.5,,,13.94,20.44,2.52
Dominican Republic,Aggregate GHGs,1998-01-01,Dominican Republic,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,1998-01-01,5.21,15.88,1.05,-19.08,,,4.67,23.75,1.62
Dominican Republic,Aggregate GHGs,2000-01-01,Dominican Republic,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,2000-01-01,5.7,18.25,0.81,-18.79,,,7.64,26.43,1.67
Dominican Republic,Aggregate GHGs,2010-01-01,Dominican Republic,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,2010-01-01,7.24,11.79,1.8,-3.1,,,22.13,25.23,4.39
Ecuador,Aggregate GHGs,1990-01-01,Ecuador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2012,1990-01-01,159.45,12.82,1.73,86.5,,,265.14,178.65,4.65
Ecuador,Aggregate GHGs,1994-01-01,Ecuador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2012,1994-01-01,15.03,14.99,2.04,51.32,,,84.82,33.49,1.43
Ecuador,Aggregate GHGs,2000-01-01,Ecuador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2012,2000-01-01,12.31,21.65,1.39,42.22,,,79.25,37.03,1.69
Ecuador,Aggregate GHGs,2006-01-01,Ecuador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2012,2006-01-01,14.05,29.54,2.76,35.27,,,83.47,48.2,1.85
Ecuador,Aggregate GHGs,2010-01-01,Ecuador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2012,2010-01-01,14.52,35.81,2.66,24.17,,,80.5,56.33,3.35
Ecuador,Aggregate GHGs,2012-01-01,Ecuador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2012,2012-01-01,14.65,37.59,4.57,20.44,,,80.63,60.19,3.38
Egypt,Aggregate GHGs,1990-01-01,Egypt,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,1990,1990-01-01,,,,-9.9,,,,,
Egypt,Aggregate GHGs,1990-01-01,Egypt,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,1990-01-01,18.01,82.76,10.28,,,,106.84,116.74,5.69
Egypt,Aggregate GHGs,2000-01-01,Egypt,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2000-01-01,31.8,116.19,27.77,,,,193.24,193.24,17.48
Egypt,Aggregate GHGs,2005-01-01,Egypt,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2005-01-01,38.83,157.0,26.59,,,,241.63,241.63,19.2
El Salvador,Aggregate GHGs,1994-01-01,El Salvador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,1994-01-01,5.78,4.57,0.49,3.94,,,15.66,11.72,0.88
El Salvador,Aggregate GHGs,2005-01-01,El Salvador,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2005,2005-01-01,3.11,5.91,0.44,3.38,,,14.45,11.07,1.61
Eritrea,Aggregate GHGs,1994-01-01,Eritrea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1994-01-01,1.38,2.68,0.03,1.68,,,5.84,4.17,0.08
Eritrea,Aggregate GHGs,1995-01-01,Eritrea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1995-01-01,,0.75,,,,,0.83,0.83,0.08
Eritrea,Aggregate GHGs,1996-01-01,Eritrea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1996-01-01,,0.83,,,,,0.93,0.93,0.1
Eritrea,Aggregate GHGs,1997-01-01,Eritrea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1997-01-01,,0.73,,,,,0.86,0.86,0.12
Eritrea,Aggregate GHGs,1998-01-01,Eritrea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1998-01-01,,0.58,,,,,0.71,0.71,0.13
Eritrea,Aggregate GHGs,1999-01-01,Eritrea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1999-01-01,,0.62,,,,,0.76,0.76,0.14
Eritrea,Aggregate GHGs,2000-01-01,Eritrea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,2000-01-01,3.1,0.75,0.04,8.29,,,12.22,3.93,0.04
Estonia,Aggregate GHGs,1990-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,2.7,36.4,0.96,-1.49,,,38.94,40.43,0.37
Estonia,Aggregate GHGs,1991-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,2.58,33.35,0.97,-1.37,,,35.92,37.28,0.38
Estonia,Aggregate GHGs,1992-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,2.17,24.15,0.57,-0.86,,,26.43,27.29,0.39
Estonia,Aggregate GHGs,1993-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,1.69,18.9,0.35,-1.88,,,19.47,21.35,0.41
Estonia,Aggregate GHGs,1994-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,1.54,19.51,0.6,-1.37,,,20.69,22.06,0.41
Estonia,Aggregate GHGs,1995-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,1.37,17.86,0.63,-1.7,,,18.56,20.26,0.4
Estonia,Aggregate GHGs,1996-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,1.27,18.61,0.65,-1.77,,,19.19,20.96,0.44
Estonia,Aggregate GHGs,1997-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,1.28,18.11,0.7,-2.03,,,18.56,20.58,0.49
Estonia,Aggregate GHGs,1998-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,1.3,16.43,0.75,-2.73,,,16.26,19.0,0.51
Estonia,Aggregate GHGs,1999-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,1.13,15.32,0.69,-2.88,,,14.77,17.65,0.52
Estonia,Aggregate GHGs,2000-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,1.13,14.97,0.69,-3.39,,,13.97,17.36,0.56
Estonia,Aggregate GHGs,2001-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,1.14,15.32,0.73,-1.66,,,16.1,17.76,0.57
Estonia,Aggregate GHGs,2002-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,1.08,15.03,0.55,-2.42,,,14.8,17.22,0.56
Estonia,Aggregate GHGs,2003-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,1.13,16.83,0.6,-2.78,,,16.33,19.11,0.55
Estonia,Aggregate GHGs,2004-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,1.17,16.92,0.74,-2.84,,,16.54,19.37,0.54
Estonia,Aggregate GHGs,2005-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,1.17,16.79,0.73,-2.93,,,16.27,19.2,0.52
Estonia,Aggregate GHGs,2006-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,1.17,16.07,0.76,-3.19,,,15.31,18.5,0.5
Estonia,Aggregate GHGs,2007-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,1.22,19.55,0.96,-3.56,,,18.67,22.22,0.49
Estonia,Aggregate GHGs,2008-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,1.28,17.32,0.96,-3.38,,,16.66,20.05,0.48
Estonia,Aggregate GHGs,2009-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,1.22,14.56,0.48,-3.25,,,13.51,16.76,0.5
Estonia,Aggregate GHGs,2010-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,1.24,18.94,0.54,-2.14,,,19.07,21.21,0.49
Estonia,Aggregate GHGs,2011-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,1.25,18.89,0.66,-2.52,,,18.74,21.26,0.46
Estonia,Aggregate GHGs,2012-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,1.33,17.5,0.9,-2.62,,,17.55,20.17,0.44
Estonia,Aggregate GHGs,2013-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,1.35,19.18,1.0,-1.65,,,20.29,21.94,0.41
Estonia,Aggregate GHGs,2014-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,1.39,18.69,0.71,-1.83,,,19.32,21.15,0.36
Estonia,Aggregate GHGs,2015-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,1.38,15.87,0.51,-2.38,,,15.74,18.13,0.36
Estonia,Aggregate GHGs,2016-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,1.34,17.49,0.5,-2.75,,,16.92,19.66,0.34
Estonia,Aggregate GHGs,2017-01-01,Estonia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,1.38,18.53,0.64,-1.79,,,19.09,20.88,0.33
Eswatini,Aggregate GHGs,1994-01-01,Eswatini,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,1994,1994-01-01,1.23,1.06,4.9,-3.25,,,4.29,7.54,0.35
Ethiopia,Aggregate GHGs,1990-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1990-01-01,35.37,6.27,0.14,-31.29,,,11.73,43.02,1.23
Ethiopia,Aggregate GHGs,1991-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1991-01-01,37.26,6.01,0.12,-25.23,,,19.38,44.61,1.21
Ethiopia,Aggregate GHGs,1992-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1992-01-01,35.65,6.61,0.19,-20.39,,,23.29,43.68,1.23
Ethiopia,Aggregate GHGs,1993-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1993-01-01,35.54,7.07,0.24,-18.93,,,25.17,44.1,1.26
Ethiopia,Aggregate GHGs,1994-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1994-01-01,35.47,8.0,0.35,-28.36,,,17.17,45.53,1.71
Ethiopia,Aggregate GHGs,1995-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1995-01-01,34.39,8.56,0.36,70.15,,,115.31,45.16,1.86
Ethiopia,Aggregate GHGs,1996-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1996-01-01,36.3,8.92,0.22,48.08,,,95.52,47.44,2.01
Ethiopia,Aggregate GHGs,1997-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1997-01-01,41.1,24.77,0.29,48.77,,,117.08,68.31,2.16
Ethiopia,Aggregate GHGs,1998-01-01,Ethiopia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1998-01-01,41.47,25.11,0.28,50.82,,,120.01,69.18,2.33
